X1;X2;Y
4.25;2.24;C
6.96;2.13;C
5.71;3.34;C
4.69;2.22;C
2.93;-0.49;C
4.7;3.84;C
3.18;3.91;C
5.45;4.45;C
2.18;3.72;C
2.16;3.92;C
5.87;1.26;C
6.54;3.36;C
1.35;3.65;C
2.07;2.57;C
4.08;2.97;C
5.63;3.65;C
6.16;6.93;C
4.26;1.37;C
3.67;3.15;C
5.15;-0.15;C
3.48;3.44;C
4.03;2.52;C
4.32;1.74;C
4.72;5.82;C
3.62;3.11;C
