"Income","Race","Sex","Birth.Country"
43403,"White","Female","United-States"
111963,"White","Male","United-States"
247869,"White","Male","United-States"
114032,"White","Female","United-States"
356838,"White","Male","United-States"
179633,"White","Male","United-States"
19847,"White","Female","United-States"
231689,"White","Male","United-States"
209942,"Black","Male","United-States"
197492,"White","Female","United-States"
262439,"White","Female","United-States"
283037,"White","Male","United-States"
144533,"Black","Female","United-States"
83446,"White","Female","United-States"
215443,"White","Male","United-States"
268252,"White","Female","United-States"
181015,"White","Female","United-States"
139916,"Other","Male","Mexico"
195770,"White","Male","United-States"
125194,"Black","Female","United-States"
58654,"White","Female","United-States"
252327,"White","Male","Mexico"
116508,"White","Male","Germany"
166988,"White","Female","United-States"
374163,"Other","Male","Mexico"
96851,"White","Female","United-States"
196788,"White","Female","United-States"
186172,"White","Male","United-States"
245628,"White","Male","United-States"
159732,"White","Male","United-States"
129856,"White","Female","United-States"
182812,"White","Female","Dominican-Republic"
314322,"White","Male","United-States"
102976,"White","Male","United-States"
42959,"White","Female","United-States"
256356,"White","Female","Mexico"
136277,"Black","Female","United-States"
284616,"White","Male","United-States"
185554,"White","Female","United-States"
138847,"White","Male","United-States"
33487,"White","Male","United-States"
84306,"White","Male","United-States"
223881,"White","Male","United-States"
149653,"White","Male","United-States"
348739,"White","Male","United-States"
235442,"White","Male","United-States"
34506,"White","Female","United-States"
346964,"White","Female","United-States"
192208,"White","Male","United-States"
305874,"White","Male","United-States"
462890,"Black","Male","United-States"
89508,"White","Male","United-States"
200153,"White","Male","United-States"
179446,"White","Female","United-States"
208965,"Other","Male","Mexico"
40142,"White","Male","United-States"
57452,"White","Male","United-States"
327573,"White","Male","United-States"
151267,"Black","Female","United-States"
265266,"White","Male","United-States"
203836,"White","Male","Columbia"
163998,"White","Male","United-States"
28281,"White","Male","United-States"
293196,"White","Male","Iran"
214627,"White","Male","Iran"
368852,"White","Female","United-States"
353396,"White","Male","United-States"
161745,"White","Male","United-States"
97963,"White","Female","United-States"
156542,"White","Male","United-States"
198103,"White","Female","United-States"
55377,"Black","Male","United-States"
173730,"White","Male","United-States"
374588,"Black","Male","United-States"
174330,"White","Male","United-States"
78141,"White","Male","United-States"
190324,"Black","Male","United-States"
31350,"White","Male","United-States"
243607,"White","Male","Mexico"
134671,"White","Male","United-States"
197023,"Amer-Indian-Eskimo","Male","United-States"
117674,"White","Male","United-States"
169815,"White","Male","United-States"
598606,"Black","Female","United-States"
122861,"White","Male","United-States"
166235,"Black","Female","United-States"
187821,"White","Male","United-States"
340940,"White","Male","United-States"
194791,"White","Male","United-States"
231323,"White","Male","United-States"
305597,"White","Male","United-States"
25429,"White","Female","United-States"
192779,"White","Male","United-States"
346478,"White","Male","United-States"
341368,"White","Male","United-States"
295612,"White","Female","United-States"
168936,"White","Female","United-States"
218558,"White","Male","United-States"
336598,"White","Male","Mexico"
308205,"White","Male","United-States"
357173,"White","Male","United-States"
457237,"White","Male","United-States"
284799,"White","Male","United-States"
179423,"White","Female","United-States"
363405,"White","Female","United-States"
139183,"White","Female","United-States"
203482,"White","Male","United-States"
112554,"White","Male","United-States"
99476,"White","Female","United-States"
93690,"White","Male","United-States"
220585,"White","Male","United-States"
194638,"White","Male","United-States"
154785,"White","Male","United-States"
162108,"White","Female","United-States"
214542,"White","Male","United-States"
161922,"White","Male","United-States"
207940,"Black","Male","United-States"
259351,"Amer-Indian-Eskimo","Male","Mexico"
208395,"White","Male","United-States"
116391,"White","Male","United-States"
239781,"White","Male","Mexico"
174351,"White","Male","Italy"
44368,"White","Male","El-Salvador"
188798,"White","Female","United-States"
50122,"White","Male","United-States"
111398,"White","Female","United-States"
152035,"White","Female","United-States"
139003,"Other","Female","United-States"
249289,"Black","Female","United-States"
257726,"White","Male","United-States"
113175,"White","Female","United-States"
151158,"White","Female","United-States"
465326,"White","Male","United-States"
356772,"White","Female","United-States"
364782,"White","Male","United-States"
198385,"White","Female",""
329301,"White","Male","United-States"
254859,"White","Male","United-States"
203488,"White","Male","United-States"
222800,"White","Male","United-States"
96452,"White","Male","United-States"
170050,"White","Male","United-States"
116580,"White","Female","United-States"
400004,"White","Male","United-States"
183608,"White","Male","United-States"
194055,"White","Male","United-States"
210443,"White","Female","United-States"
43272,"White","Male","United-States"
108945,"White","Female","United-States"
114691,"White","Male","United-States"
304169,"White","Male","United-States"
503923,"Black","Male","United-States"
340428,"White","Female","United-States"
106705,"White","Female","United-States"
146391,"White","Male","United-States"
235389,"White","Female","Portugal"
39665,"White","Female","United-States"
113823,"White","Male","England"
217826,"Black","Male",""
349304,"White","Male","United-States"
197688,"Black","Female","United-States"
54507,"White","Female","United-States"
117833,"White","Female","United-States"
163396,"White","Female","United-States"
88566,"White","Male","United-States"
323619,"White","Female","United-States"
75755,"White","Male","United-States"
148903,"White","Female","United-States"
40915,"White","Female","United-States"
182606,"Black","Male",""
131033,"Black","Male","United-States"
168475,"White","Male","United-States"
121568,"White","Male","United-States"
139098,"White","Male","United-States"
357338,"White","Male","United-States"
283268,"White","Female","United-States"
572751,"White","Male","Mexico"
315321,"White","Female","United-States"
120461,"White","Female","United-States"
65278,"White","Male","United-States"
208503,"White","Male","United-States"
112835,"White","Male","United-States"
265038,"White","Male","United-States"
89478,"White","Female","United-States"
276229,"White","Female","United-States"
366232,"White","Female","Cuba"
152035,"White","Female","United-States"
205339,"White","Male","United-States"
75995,"White","Female","United-States"
192236,"White","Female","United-States"
188618,"White","Female","United-States"
229737,"White","Male","United-States"
199688,"White","Male","United-States"
52953,"White","Female","United-States"
221043,"White","Male","United-States"
115389,"White","Male","United-States"
204205,"White","Male","United-States"
338816,"White","Male","United-States"
197387,"White","Male","United-States"
42485,"White","Male","United-States"
367706,"Black","Male","United-States"
102493,"White","Male","United-States"
263746,"White","Male","United-States"
115358,"Black","Female","United-States"
189680,"White","Male","United-States"
282622,"White","Female","United-States"
127651,"White","Male",""
230823,"White","Male","Cuba"
300812,"White","Male","United-States"
174732,"Black","Male","United-States"
183710,"White","Male","United-States"
137018,"White","Female","United-States"
213008,"White","Male","United-States"
357848,"White","Male","United-States"
165799,"White","Male","United-States"
188571,"White","Male","United-States"
97883,"White","Female","United-States"
105862,"White","Female","United-States"
57424,"White","Female","United-States"
151476,"White","Female","United-States"
129583,"Black","Female","United-States"
180920,"White","Male","United-States"
182416,"Black","Female","United-States"
251915,"White","Female","United-States"
187127,"White","Male","United-States"
69045,"Black","Male","Jamaica"
192869,"White","Male","United-States"
74163,"White","Female","United-States"
60847,"White","Female","United-States"
213055,"Other","Female","United-States"
116057,"White","Female","United-States"
82393,"Asian-Pac-Islander","Male","United-States"
134181,"White","Female","United-States"
159910,"Black","Male","United-States"
117570,"White","Female","United-States"
214169,"White","Male","United-States"
56331,"White","Male","United-States"
35576,"White","Male","United-States"
149168,"White","Male","United-States"
157165,"White","Female","United-States"
278130,"White","Male","United-States"
257200,"White","Male","United-States"
283122,"White","Male","United-States"
580248,"White","Female","United-States"
230054,"White","Male","Mexico"
519006,"White","Male","United-States"
37332,"White","Female","United-States"
365871,"White","Male","Mexico"
235882,"White","Male","United-States"
336513,"White","Male","United-States"
115551,"White","Female","United-States"
50048,"White","Male","United-States"
382802,"Black","Male","United-States"
180303,"Asian-Pac-Islander","Male",""
106023,"White","Male","United-States"
332379,"White","Male","United-States"
95465,"White","Male","United-States"
96102,"White","Male","United-States"
36440,"White","Female","United-States"
209384,"White","Male","United-States"
50814,"White","Female","United-States"
143865,"White","Female","United-States"
104661,"White","Female","United-States"
50442,"Amer-Indian-Eskimo","Female","United-States"
236601,"White","Male","United-States"
100999,"White","Female","United-States"
362685,"White","Female","El-Salvador"
32423,"White","Female","United-States"
154236,"White","Female","United-States"
153546,"White","Female","United-States"
182355,"Black","Female","United-States"
191444,"White","Male","United-States"
44216,"Amer-Indian-Eskimo","Female","United-States"
97688,"White","Male","United-States"
209022,"White","Female","United-States"
96016,"White","Male","United-States"
52138,"White","Male","United-States"
159046,"White","Male","United-States"
138634,"White","Male","United-States"
130125,"Amer-Indian-Eskimo","Female","United-States"
247355,"White","Male","Canada"
227065,"White","Male","United-States"
244771,"Black","Female","Jamaica"
215616,"White","Female","Canada"
386672,"White","Male","United-States"
177543,"White","Female","United-States"
617021,"Black","Male","United-States"
117109,"Black","Female","United-States"
373550,"White","Male","United-States"
19847,"White","Female","United-States"
189590,"White","Male","United-States"
58343,"White","Male","United-States"
354201,"White","Male","United-States"
119422,"White","Male","United-States"
363405,"White","Female","United-States"
181863,"White","Male","United-States"
194472,"White","Female","United-States"
247328,"White","Male","Mexico"
130731,"White","Female","United-States"
236910,"White","Male","United-States"
378251,"White","Female","United-States"
120760,"Asian-Pac-Islander","Male","China"
203182,"White","Female","United-States"
130304,"White","Male","United-States"
352542,"White","Female","United-States"
191024,"White","Male","United-States"
197728,"White","Female","United-States"
316185,"White","Female","United-States"
89226,"White","Male","United-States"
292353,"Other","Male","United-States"
304570,"Asian-Pac-Islander","Male",""
180296,"White","Female","United-States"
361487,"White","Male","United-States"
218490,"White","Male","United-States"
231777,"White","Male","United-States"
189832,"White","Female","United-States"
232308,"White","Male","United-States"
33308,"White","Male","United-States"
333677,"White","Male","United-States"
170651,"White","Female","United-States"
343403,"White","Female","United-States"
166386,"Asian-Pac-Islander","Female","China"
48099,"White","Female","United-States"
143062,"White","Male","United-States"
104704,"Black","Male","United-States"
30497,"White","Male","United-States"
174325,"Black","Male","United-States"
286675,"White","Male","United-States"
59474,"White","Male","United-States"
378384,"White","Male","United-States"
245842,"White","Male","Mexico"
274222,"Asian-Pac-Islander","Male","United-States"
342575,"Black","Female","United-States"
206051,"White","Male","United-States"
234213,"White","Male","United-States"
145189,"White","Female","United-States"
233490,"White","Male","United-States"
344129,"White","Male","United-States"
171315,"White","Male","United-States"
181485,"Black","Male","United-States"
255412,"White","Male","France"
262409,"White","Female","United-States"
199590,"White","Male","Mexico"
84726,"White","Male","United-States"
226883,"White","Male","United-States"
184335,"White","Male","United-States"
102025,"Other","Male","United-States"
183898,"White","Male","Germany"
55291,"White","Male","United-States"
150025,"White","Male","Guatemala"
100584,"Amer-Indian-Eskimo","Male","United-States"
181755,"White","Female","United-States"
150528,"White","Male","United-States"
107277,"White","Female","United-States"
247205,"Black","Male","England"
291979,"White","Male","United-States"
270985,"Black","Male","United-States"
62605,"White","Female","United-States"
176863,"White","Male","United-States"
53197,"White","Male","United-States"
267776,"White","Female","United-States"
308205,"White","Male","Mexico"
306383,"White","Male","United-States"
35494,"White","Male","United-States"
291968,"White","Male","United-States"
80933,"White","Male","United-States"
271828,"White","Male","United-States"
121993,"White","Female","United-States"
31023,"White","Male","United-States"
36425,"White","Female","United-States"
407684,"White","Female","Mexico"
241895,"White","Male","United-States"
158555,"White","Male","United-States"
140363,"White","Male","United-States"
123429,"White","Male","United-States"
40060,"White","Male","United-States"
290286,"Black","Male","United-States"
249271,"White","Male","United-States"
106169,"White","Female","United-States"
76487,"White","Male","United-States"
437994,"Black","Male","United-States"
113555,"Amer-Indian-Eskimo","Male","United-States"
160120,"Asian-Pac-Islander","Male","Vietnam"
343079,"White","Female","United-States"
406662,"White","Male","United-States"
37618,"White","Male","United-States"
114158,"White","Female","United-States"
115562,"White","Male","United-States"
353994,"Asian-Pac-Islander","Female","China"
344891,"Asian-Pac-Islander","Male","United-States"
286750,"Black","Male","United-States"
194197,"White","Male","United-States"
206599,"White","Female","United-States"
596776,"White","Male","Guatemala"
56841,"White","Male","United-States"
112561,"White","Male","United-States"
147110,"White","Male","United-States"
175339,"White","Male","United-States"
234901,"White","Male","United-States"
298133,"White","Male","United-States"
217083,"White","Female","United-States"
97757,"White","Female","United-States"
151868,"White","Male","United-States"
25864,"Amer-Indian-Eskimo","Female","United-States"
109419,"White","Female","United-States"
203070,"White","Male","United-States"
107843,"White","Male","United-States"
264544,"White","Female","United-States"
148644,"White","Female","United-States"
125762,"White","Male","United-States"
53606,"White","Female","United-States"
193741,"Black","Male","United-States"
588905,"White","Male","United-States"
115613,"White","Male","United-States"
222374,"White","Male","United-States"
185359,"White","Male","United-States"
173647,"White","Male","United-States"
31166,"Other","Female","Germany"
517995,"White","Male","Mexico"
189027,"White","Male","United-States"
296125,"Black","Female","United-States"
640383,"White","Female","United-States"
334291,"White","Male","United-States"
318450,"White","Male","United-States"
174163,"White","Female","United-States"
119721,"White","Male","United-States"
142719,"White","Male","United-States"
162593,"Asian-Pac-Islander","Female","United-States"
236852,"White","Male","United-States"
154863,"Black","Male","United-States"
168894,"White","Female","United-States"
344920,"White","Female","United-States"
33355,"White","Male","United-States"
196782,"White","Male","United-States"
291518,"White","Male","United-States"
170244,"White","Female","United-States"
369549,"Black","Female","United-States"
23438,"White","Male","United-States"
202673,"White","Male","United-States"
171780,"Black","Female","United-States"
264503,"White","Male","United-States"
244341,"Black","Female","United-States"
209109,"White","Male","United-States"
187392,"White","Female","United-States"
119578,"White","Female","United-States"
195105,"White","Female","United-States"
101752,"White","Male","United-States"
95825,"White","Female","United-States"
362654,"White","Male","United-States"
29810,"White","Female","United-States"
77332,"White","Female","United-States"
87518,"White","Male","United-States"
113324,"White","Male","United-States"
96299,"White","Male","United-States"
237729,"White","Female","United-States"
200973,"White","Female","United-States"
212456,"White","Male","United-States"
131568,"White","Male","United-States"
185859,"White","Male","United-States"
231981,"White","Male","United-States"
117963,"White","Male","United-States"
78172,"White","Male","United-States"
164135,"White","Male","United-States"
171216,"White","Male","United-States"
140664,"White","Male","United-States"
249277,"Black","Male","United-States"
117847,"White","Male","United-States"
52372,"White","Male","United-States"
95806,"White","Male","United-States"
137428,"White","Male","United-States"
169047,"White","Male","United-States"
339168,"White","Male","United-States"
504725,"White","Male","Guatemala"
132870,"White","Male","United-States"
135840,"White","Male","United-States"
35644,"White","Male","United-States"
198148,"White","Male","United-States"
220098,"White","Male","United-States"
262515,"White","Male","United-States"
423863,"White","Female","United-States"
111567,"White","Male","United-States"
194096,"White","Female","United-States"
420917,"White","Male","United-States"
197871,"White","Male","United-States"
253116,"Black","Female","United-States"
206535,"White","Female","United-States"
70447,"Asian-Pac-Islander","Male","United-States"
201217,"White","Female","United-States"
209970,"White","Female","United-States"
196745,"White","Female","United-States"
175262,"White","Male","United-States"
304955,"White","Male","United-States"
181265,"White","Male","United-States"
200973,"White","Female","United-States"
37440,"White","Male","United-States"
395170,"Amer-Indian-Eskimo","Female","Mexico"
32385,"White","Female","United-States"
353213,"White","Male","United-States"
38619,"White","Male","United-States"
177711,"Black","Male","United-States"
190761,"White","Male","United-States"
27776,"White","Male","United-States"
470663,"White","Male","United-States"
71738,"White","Male","United-States"
74156,"White","Male","United-States"
202467,"White","Male","United-States"
123983,"Asian-Pac-Islander","Male","Vietnam"
193494,"White","Male","United-States"
169886,"White","Female",""
130571,"White","Female","United-States"
90363,"White","Male","United-States"
83444,"White","Male","United-States"
239093,"Amer-Indian-Eskimo","Male","United-States"
151369,"White","Male","United-States"
56630,"White","Male","United-States"
117095,"White","Female","United-States"
189985,"Black","Female","United-States"
34862,"Amer-Indian-Eskimo","Male","United-States"
126675,"White","Male","United-States"
199806,"White","Male","United-States"
57596,"White","Female","United-States"
103459,"White","Female","United-States"
282398,"White","Male","United-States"
298841,"White","Female","United-States"
33300,"White","Male","United-States"
306031,"White","Male","United-States"
306467,"White","Female","United-States"
189888,"White","Male","United-States"
83861,"White","Male","United-States"
117393,"White","Female","United-States"
129934,"Asian-Pac-Islander","Male",""
179010,"White","Female","United-States"
375680,"Black","Female",""
316101,"White","Female","United-States"
293305,"White","Male","United-States"
175750,"Black","Male","United-States"
121718,"White","Male","United-States"
94931,"White","Male","United-States"
229272,"Black","Male","United-States"
142828,"White","Female","United-States"
22743,"White","Male","United-States"
76371,"White","Male","United-States"
216129,"White","Male","United-States"
107425,"White","Female","United-States"
611029,"White","Male","United-States"
363032,"Black","Male","United-States"
170020,"White","Male","United-States"
137900,"White","Female","United-States"
322674,"White","Male","United-States"
23778,"White","Male","United-States"
147845,"White","Male","United-States"
175759,"White","Male","United-States"
166459,"White","Male","United-States"
128212,"Asian-Pac-Islander","Female","Vietnam"
127455,"White","Male","United-States"
134699,"White","Female","United-States"
254230,"White","Male","United-States"
159715,"White","Male","United-States"
116286,"White","Male","United-States"
146719,"White","Female","United-States"
361888,"White","Male","United-States"
26553,"White","Female","United-States"
32825,"White","Male","United-States"
225768,"Black","Male","United-States"
393728,"White","Male","United-States"
160369,"White","Male","United-States"
191807,"White","Male","United-States"
176969,"White","Male","United-States"
33863,"White","Male","United-States"
182687,"White","Female","United-States"
141459,"White","Female","United-States"
174233,"Black","Male","United-States"
95393,"White","Male","United-States"
221095,"Black","Male","United-States"
104501,"White","Male","United-States"
437851,"White","Male","United-States"
131230,"White","Male","United-States"
495888,"White","Male","El-Salvador"
185691,"White","Male","United-States"
201822,"White","Male","United-States"
549341,"Black","Male","United-States"
247445,"White","Male","United-States"
199566,"Black","Male","United-States"
139057,"Asian-Pac-Islander","Male","Taiwan"
185039,"White","Female","United-States"
166124,"White","Male","United-States"
82649,"White","Male","United-States"
109275,"White","Male","United-States"
408328,"White","Male","United-States"
186338,"White","Male","United-States"
130856,"White","Male","United-States"
251579,"White","Male","United-States"
76612,"White","Male","United-States"
22546,"White","Male","United-States"
53684,"Black","Male","United-States"
183627,"White","Male","United-States"
73203,"White","Female","United-States"
108426,"Black","Male","England"
116287,"White","Male","Columbia"
145697,"White","Male","United-States"
326156,"White","Male","United-States"
201127,"White","Male","United-States"
250791,"White","Male","United-States"
328216,"White","Male","United-States"
400443,"White","Female","United-States"
95985,"Black","Male","United-States"
127651,"White","Male","United-States"
250679,"White","Male","United-States"
103950,"White","Female","United-States"
200199,"White","Female","United-States"
295791,"White","Female","United-States"
191841,"White","Female","United-States"
82622,"White","Male","United-States"
160728,"White","Male","United-States"
109849,"Black","Female","United-States"
339897,"White","Male","Mexico"
37215,"White","Male","United-States"
371299,"White","Female","United-States"
421837,"White","Male","Mexico"
29702,"White","Male","United-States"
117381,"White","Male","England"
240027,"Black","Female","United-States"
338740,"White","Male","United-States"
28359,"White","Female","United-States"
315026,"White","Female","United-States"
314525,"White","Male","United-States"
173005,"White","Male","United-States"
286750,"Black","Male","United-States"
163985,"White","Male","United-States"
219318,"White","Female","Puerto-Rico"
44121,"White","Female","United-States"
103794,"White","Female","United-States"
310632,"Black","Male","United-States"
153976,"White","Male","United-States"
174575,"White","Male","United-States"
82388,"White","Male","United-States"
207253,"White","Male","England"
251951,"White","Female","United-States"
746786,"White","Male","United-States"
308296,"White","Female","United-States"
101825,"White","Female","United-States"
109009,"White","Male","United-States"
413363,"White","Male","United-States"
117751,"White","Male","United-States"
296326,"White","Male","United-States"
208358,"White","Male","United-States"
120277,"White","Male","Ireland"
193219,"Black","Female","Jamaica"
86399,"White","Female","United-States"
215251,"White","Female","United-States"
124470,"White","Male","United-States"
228649,"White","Male","United-States"
386397,"White","Male","United-States"
96798,"White","Male","United-States"
106707,"Black","Male","United-States"
159768,"White","Male","Ecuador"
139464,"White","Female","Ireland"
550848,"White","Male","United-States"
68505,"Black","Male","United-States"
122215,"Black","Male","United-States"
159442,"White","Female","United-States"
80638,"Asian-Pac-Islander","Male","China"
192390,"White","Male","United-States"
191324,"White","Male","United-States"
147284,"White","Female","United-States"
73009,"White","Male","United-States"
177858,"White","Male","United-States"
163003,"Asian-Pac-Islander","Female","United-States"
95551,"White","Female","United-States"
125298,"White","Female","United-States"
198186,"Black","Female","United-States"
295949,"White","Male","United-States"
182668,"White","Male","United-States"
124905,"White","Male","United-States"
171635,"White","Male","United-States"
376240,"White","Male","United-States"
157391,"White","Female","United-States"
114357,"White","Male","United-States"
178134,"White","Female","United-States"
207201,"White","Male","United-States"
124483,"Asian-Pac-Islander","Male",""
102103,"White","Female","United-States"
92036,"White","Male","United-States"
236426,"White","Female","United-States"
400966,"White","Female","United-States"
404573,"White","Female","United-States"
227571,"White","Male","Mexico"
145917,"White","Female","United-States"
190226,"White","Male","United-States"
356555,"White","Male","United-States"
66473,"White","Male","United-States"
172256,"White","Male","United-States"
118902,"White","Male","United-States"
163039,"White","Male","United-States"
89559,"White","Female","United-States"
35507,"White","Female","United-States"
163303,"White","Female","United-States"
192712,"White","Female","United-States"
381153,"White","Male","United-States"
222434,"White","Male","United-States"
34706,"Black","Male","United-States"
47857,"White","Male","United-States"
195216,"White","Female","United-States"
103643,"White","Male","Greece"
329426,"White","Male","United-States"
183612,"White","Male","United-States"
184105,"White","Male","United-States"
211385,"Black","Male","Jamaica"
61777,"White","Male","United-States"
320194,"White","Male","United-States"
199444,"White","Female","United-States"
312588,"White","Female","United-States"
168675,"White","Male","United-States"
87556,"White","Male","United-States"
220421,"White","Female","United-States"
404599,"Black","Female","United-States"
99065,"White","Female","Poland"
109973,"White","Female","United-States"
246652,"White","Female","United-States"
57423,"White","Male","United-States"
291248,"Black","Male","United-States"
163708,"White","Female","United-States"
240358,"White","Male","United-States"
25955,"Amer-Indian-Eskimo","Male","United-States"
101593,"White","Male","United-States"
227890,"Black","Male","United-States"
225053,"White","Male","United-States"
228472,"White","Male","United-States"
245378,"White","Male","United-States"
156623,"Asian-Pac-Islander","Male","Philippines"
35032,"White","Male","United-States"
258849,"Black","Female","United-States"
190115,"White","Male","United-States"
63910,"Asian-Pac-Islander","Female","United-States"
510072,"White","Male","United-States"
210867,"White","Male","United-States"
263024,"White","Female","United-States"
306785,"White","Female","United-States"
104333,"White","Male","United-States"
340734,"White","Male","United-States"
288585,"Asian-Pac-Islander","Female","South"
241765,"White","Female","United-States"
111058,"White","Male","United-States"
104662,"White","Female","United-States"
313986,"White","Male","United-States"
52037,"White","Female","United-States"
146589,"Black","Female","United-States"
131776,"White","Female","Germany"
254221,"White","Female","United-States"
152909,"White","Male","United-States"
211785,"Black","Female","United-States"
160362,"White","Male","United-States"
387215,"White","Male","United-States"
187046,"White","Male","United-States"
208874,"White","Male","United-States"
169631,"White","Female","United-States"
202956,"White","Male","United-States"
80467,"White","Female","United-States"
407672,"White","Female","United-States"
243425,"White","Female","Peru"
174964,"White","Male","United-States"
347491,"White","Male","United-States"
146161,"White","Male","United-States"
449432,"White","Male","United-States"
175499,"White","Female","United-States"
288825,"White","Male","United-States"
134813,"White","Male","United-States"
190401,"White","Male","United-States"
260617,"White","Male","United-States"
45604,"White","Male","United-States"
67841,"White","Male","United-States"
244522,"White","Male","United-States"
430471,"White","Male","United-States"
194698,"White","Male","United-States"
94235,"White","Male","United-States"
188330,"White","Male","United-States"
146181,"Black","Male","United-States"
177125,"White","Male","United-States"
68330,"White","Male","United-States"
95636,"White","Male","United-States"
238329,"White","Female","United-States"
416129,"White","Male","El-Salvador"
285004,"Asian-Pac-Islander","Male","Taiwan"
256514,"White","Female","United-States"
186294,"White","Female","United-States"
188786,"White","Male","United-States"
31352,"Amer-Indian-Eskimo","Female","United-States"
197613,"White","Female","United-States"
161942,"White","Female","United-States"
275438,"White","Male","United-States"
361721,"White","Male","United-States"
144968,"White","Male","United-States"
190539,"White","Male","United-States"
178037,"White","Male","United-States"
306985,"White","Female","United-States"
87928,"White","Male","United-States"
242619,"White","Male","United-States"
154165,"White","Female","United-States"
511331,"White","Male","United-States"
221026,"White","Male","United-States"
222182,"Black","Male","United-States"
126569,"White","Male","United-States"
202344,"White","Female","United-States"
190423,"White","Female","United-States"
238917,"White","Male","El-Salvador"
221947,"White","Male","United-States"
37997,"White","Male","United-States"
147098,"White","Male","United-States"
278253,"White","Female","United-States"
195411,"Black","Female","United-States"
76196,"White","Male","United-States"
120131,"White","Male","United-States"
186014,"White","Female","Germany"
205903,"White","Male","United-States"
125405,"White","Male","United-States"
219838,"White","Male","United-States"
19395,"White","Female","United-States"
223327,"White","Male","United-States"
114062,"White","Female","United-States"
95654,"White","Female","Iran"
177305,"White","Male","United-States"
299616,"White","Male","United-States"
117681,"White","Male","United-States"
237651,"White","Male","United-States"
150570,"White","Male","United-States"
106705,"White","Female","United-States"
174714,"White","Male","United-States"
175958,"White","Male","United-States"
144064,"White","Male","United-States"
107112,"Black","Male","United-States"
54152,"White","Female",""
152951,"White","Male","United-States"
190487,"White","Female","Ecuador"
306666,"Black","Male","United-States"
195148,"White","Male","United-States"
226624,"White","Male","United-States"
157569,"White","Male","United-States"
22966,"White","Male","United-States"
379682,"White","Female","United-States"
446559,"White","Female","United-States"
41794,"White","Female","United-States"
90409,"White","Male","United-States"
125491,"Asian-Pac-Islander","Female","Vietnam"
129661,"Amer-Indian-Eskimo","Female","United-States"
104748,"White","Male","United-States"
169182,"White","Female","Dominican-Republic"
324655,"White","Male",""
122272,"White","Female","United-States"
114798,"White","Female","United-States"
289707,"White","Male","United-States"
137691,"White","Male","United-States"
84610,"White","Male","United-States"
166789,"White","Male","United-States"
348728,"White","Female","United-States"
348092,"Black","Male","Haiti"
154526,"White","Female","United-States"
288371,"White","Male","Canada"
182342,"White","Male","United-States"
244366,"White","Male","United-States"
102423,"White","Male","United-States"
259688,"White","Male","United-States"
98733,"White","Female","United-States"
174856,"White","Male","United-States"
141797,"White","Male","United-States"
327202,"Black","Male","United-States"
76996,"Black","Female","United-States"
260560,"White","Male","United-States"
370990,"White","Male","United-States"
129010,"White","Male","United-States"
452640,"White","Male","United-States"
120796,"White","Male","United-States"
45334,"Asian-Pac-Islander","Male",""
229523,"White","Female","United-States"
127388,"White","Female","United-States"
395567,"White","Male","United-States"
119422,"White","Male","United-States"
193895,"White","Female","United-States"
163083,"White","Male","United-States"
155343,"White","Male","United-States"
73895,"White","Female","United-States"
107682,"White","Female","United-States"
321166,"White","Female","United-States"
154940,"White","Female","United-States"
103700,"White","Female","United-States"
63509,"White","Male","United-States"
243842,"White","Male","United-States"
187221,"White","Female","United-States"
58597,"White","Male","United-States"
190290,"White","Male","United-States"
158352,"White","Female","United-States"
62165,"Black","Male","United-States"
307149,"White","Female","United-States"
280134,"White","Male","El-Salvador"
118736,"White","Female","United-States"
171114,"White","Female","United-States"
169638,"White","Female","United-States"
125461,"White","Male","United-States"
145434,"White","Male","United-States"
152182,"White","Female","United-States"
233724,"White","Male","United-States"
153963,"White","Female","United-States"
88120,"Black","Male","United-States"
96330,"Black","Female","United-States"
66118,"White","Female","United-States"
182178,"White","Male","United-States"
53628,"White","Male","United-States"
174865,"White","Male","United-States"
66194,"White","Female","Outlying-US(Guam-USVI-etc)"
73796,"White","Female","United-States"
28366,"White","Male","United-States"
231741,"White","Male","United-States"
237865,"Black","Male","United-States"
195453,"White","Male","United-States"
116934,"White","Female","United-States"
87867,"White","Male","United-States"
456399,"White","Male","United-States"
263608,"White","Male","United-States"
263498,"White","Male","United-States"
183765,"White","Male",""
469705,"Black","Male","United-States"
113253,"White","Female","United-States"
138768,"White","Male","United-States"
302146,"Black","Female","United-States"
253866,"White","Male","United-States"
214858,"White","Male","United-States"
243476,"White","Female","United-States"
169104,"White","Male","United-States"
103218,"Black","Female","United-States"
57233,"White","Male","United-States"
228320,"White","Male","United-States"
217421,"White","Female","United-States"
185041,"White","Male","United-States"
37302,"White","Male","United-States"
261059,"White","Male","United-States"
59767,"White","Male","United-States"
333541,"White","Male","United-States"
133352,"Asian-Pac-Islander","Female","Vietnam"
99270,"White","Female","United-States"
204629,"White","Male","United-States"
34104,"White","Male","United-States"
312667,"White","Male","United-States"
329603,"White","Male","United-States"
281021,"White","Male","United-States"
275385,"White","Male","United-States"
129177,"White","Female","United-States"
385591,"White","Male","United-States"
201179,"White","Male","United-States"
38360,"White","Female","United-States"
73796,"White","Female","United-States"
67671,"White","Male","United-States"
257621,"White","Female","United-States"
180052,"White","Male","United-States"
656036,"White","Male","United-States"
215943,"White","Female","United-States"
488720,"White","Male","Mexico"
199298,"White","Female","Puerto-Rico"
305692,"Black","Female","United-States"
