X1;Y
6.6;1.87
4.31;0.96
4.37;1.94
4.84;0.85
4.52;1.79
3.62;-0.13
4.4;0.66
4.92;1.98
5.21;2.14
4.06;-0.07
5.82;0.4
5.72;2.2
3.35;0.89
2.54;0.83
4.17;1.63
6.77;0.72
4.47;0.82
4.06;0.6
4.6;-0.08
5.03;1.22
3.91;0.65
5.23;2.92
5.28;-0.45
4.67;0.81
5.18;1.42
3.23;1.33
4.57;1.84
3.49;2.06
4.35;3.14
5.17;1.62
4.57;0.86
5.56;2.59
3.06;2.38
2.94;2.37
5.49;1.62
4.87;3.06
2.92;1.34
1.89;1.65
5.43;-0.88
4;4.54
4.31;1.38
6.41;-0.04
4.19;0.44
4.83;1.78
4.18;2.67
3.63;2.57
4.43;2.39
3.84;1.57
5.34;-0.47
5.29;3.36
3.54;3.11
3.23;2.69
4.57;1.62
5.72;0.95
4.87;1.17
6.02;1.22
4.02;2.45
3.47;2.14
3.17;0.92
4.72;1.25
3.12;1.04
4.47;2.71
5.73;1.71
5.09;2.37
4.23;3.06
3.49;0.56
7.04;0.68
5.13;2.3
4.5;1.85
2.89;1.5
4.4;1.78
-6.66;-5.91
-6;-6.87
-7.31;-3.42
-7.57;-5.82
-6.25;-5.16
-6.21;-5.91
-5.68;-6.01
-6.93;-6.55
-7.67;-5.13
-7.31;-5.81
-6.29;-4.55
-6.02;-7.3
-5.78;-6.6
-6.28;-6.86
-5.4;-5.11
-6.75;-5.53
-7.47;-2.44
-6.84;-5.56
-6.22;-6.52
-4.86;-7.66
-7.15;-8.42
-5.98;-6.1
-6.96;-4.67
-7.04;-4.02
-5.85;-6.79
-6.08;-5.53
-6.68;-5.94
-6.27;-4.34
-5.19;-5.43
-6.25;-6.06
-7.25;-4.81
-5.25;-5.57
-4.32;-6.11
-7.93;-4.08
-5.96;-6.55
-8.82;-3.93
-5.41;-5.17
-6.41;-4.97
-8.35;-3.95
-6.76;-5.11
-6.62;-4.27
-5.18;-4.96
-4.61;-4.55
-6.77;-4.36
-6.66;-5.26
-5.71;-4.76
-5.1;-6.88
-6.14;-6.5
-8.46;-5.88
-7.86;-6.02
-7.16;-7.01
-5.23;-5.21
-7.47;-5.28
-6.63;-7.14
-5.3;-5.34
-6.43;-5.87
-5.14;-5.71
-4.19;-5.76
-7.72;-4.98
-6.23;-7.29
-6.81;-5.97
-6.79;-5.4
-8.04;-3.56
-6.26;-6.01
-7.37;-5.88
-6.17;-4.98
-6.34;-4.52
-6.66;-4.93
-6.87;-5.38
-6.6;-5.9
-6.48;-4.82
-6.53;-7.13
-5.11;-5.86
-6.92;-5.83
-8.45;-4.59
-5.21;-5.52
-6.49;-6.2
-6.73;-6.94
-7.29;-7.49
-4.45;-6.47
-6.4;-5.34
-8.18;-5.78
-7.23;-6.68
-6.34;-6.31
-5.83;-5.66
-5.48;-6.04
-7.15;-3.08
-5.92;-5.76
-5.08;-4.75
-5.6;-4.32
-7.74;-3.8
-6.37;-4.77
-3.84;-5.84
-7.02;-6.23
-6.78;-4.25
-6.92;-6.12
-5.8;-6
-6.95;-6.43
-5.2;-4.36
-6.79;-6.94
-9.79;-7.57
-9.56;-6.97
-8.95;-5.21
-7.72;-7.93
-7.58;-5.63
-9;-5.94
-9.51;-4
-10.88;-5.12
-8.32;-5.43
-10.53;-7.67
-8.64;-8.05
-9.04;-6.66
-10.35;-4.85
-10.14;-5.26
-8.89;-6.29
-10.97;-5.56
-11.33;-6.77
-8.38;-6.55
-8.2;-6.91
-9.48;-7.06
-10.42;-4.37
-9.01;-6.59
-8.42;-6.41
-10.67;-6.02
-10.91;-6.05
-9.74;-4.56
-9.65;-6.61
-8.81;-5.36
-10.72;-4.97
-9.31;-5.45
-7.4;-7.01
-10.55;-5.71
-10.52;-5
-7.77;-6.25
-9.27;-7.81
-10.34;-6.14
-9.15;-5.71
-9.23;-5.32
-11.02;-5.29
-8.21;-4.88
-8.75;-5.08
-9.54;-7.09
-10.9;-6.18
-8.24;-7.19
-8.34;-4.13
-9.01;-4.7
-10.13;-6.19
-8.88;-5.62
-6.07;-7.52
-9.56;-5.76
-8.92;-4.91
-8.11;-5.44
-9.54;-5.12
-8.43;-5.79
-9.58;-6.79
-8.84;-6.4
-9.73;-7.76
-8.19;-6.28
-10.75;-6.38
-8.93;-6.59
-8.48;-7.46
-11;-5.47
-9.41;-4.84
-8.08;-5.69
-9.55;-4.82
-8.8;-5.04
-9.36;-6.22
-8.6;-6.75
-10.24;-5.98
-9.85;-6.01
-8.86;-6.71
-9.15;-5.39
-10.19;-6.96
-9.91;-4.95
-8.97;-7.17
-9.68;-4.88
-9.36;-5
-9.48;-7.97
-10.94;-4.6
-8.94;-8.39
-8.63;-6.35
-9.61;-5.71
-10.04;-4.77
-7.36;-5.1
-7.88;-5.74
-5.95;-5.27
-8.3;-5.11
-9.57;-6.51
-9.77;-7.16
-9.62;-4.8
-8.58;-7.28
-10.05;-7.79
-9.16;-5.56
-8.95;-7.56
-8.08;-5.73
-8.11;-4.4
-10.51;-4.55
-9.89;-5.05
-7.95;-6.34
-8.73;-4.82
-9.17;-6.77
-8.68;-4.58
-7.25;-6.58
-8.15;-3.66
-7.21;-4.72
-7.29;-7.44
-5.38;-8.39
-6.78;-5.18
-7.44;-5.89
-8.03;-5.89
-7.78;-7.66
-7.63;-6.72
-8.05;-4.72
-8.25;-3.94
-8.47;-5.31
-8.6;-6.41
-7.42;-5.64
-7.05;-5.9
-8.31;-4.49
-9.3;-6.65
-8.39;-5
-7.22;-6.49
-7.25;-4.95
-8.07;-6.3
-8.83;-6.47
-8.13;-6.45
-7.7;-4.77
-6.98;-6.69
-8.72;-6.12
-8.11;-7.45
-8.25;-7.24
-7.87;-5.49
-7.73;-8.02
-8.2;-5.02
-6.38;-6.68
-6.98;-5.85
-7.81;-6.79
-8.22;-5.4
-10.33;-6.26
-8.27;-5.22
-8.53;-6.39
-8.81;-6.4
-5.94;-7.45
-7.18;-6.43
-9.23;-7.49
-8.15;-5.95
-7.62;-6.49
-8.28;-5.9
-8.22;-7.04
-8.46;-7.73
-6.14;-6.23
-7.56;-5.45
-8.44;-5.68
-8.74;-5.78
-7.16;-5.22
-8.07;-7.16
-6.95;-9
-8.92;-6.24
-8.98;-5.62
-6.1;-6.22
-6.52;-6.58
-8.4;-8.19
-6.69;-5.62
-8.3;-7.49
-5.98;-6.79
-7.77;-6.09
-7.61;-7.28
-9.3;-6.11
-7.89;-5.94
-7.94;-8.8
-7.36;-5.67
-9.59;-4.91
-9.15;-5.42
-8.97;-7.77
-8.02;-7.02
-9.01;-5.96
-7.64;-5.23
-7.77;-6.64
-7.02;-5.95
-9.08;-5.91
-8.8;-6.74
-8.17;-6.58
-8.61;-7.79
-10.06;-5.57
-7.33;-6.98
-9.64;-5.89
-7.98;-6.35
-8.7;-6.29
-7.83;-6.91
-7.2;-6.67
-7.84;-5.62
-7;-7.8
-8.54;-7.1
-7.39;-6.64
-9.44;-6.49
-7.07;-7.93
-6.87;-5.86
-7.01;-6.39
-8.77;-6.32
-7.47;-9.04
-6.56;-6.78
-8.34;-6.86
-9.71;-7.32
-9.45;-7.4
-7.94;-5.03
-8.21;-5.65
-9.17;-7
-8.71;-5.61
-7.88;-5.72
-7.97;-7.32
-6.94;-4.42
-7.97;-5.43
-7.99;-5.74
-5.41;-4.77
-8.37;-6.27
-10.13;-7.36
-6.07;-5
-8.37;-7.39
-6.63;-7.84
-8.27;-7.17
-6.81;-5.35
-8.78;-5.15
-5.8;-6.97
-8.72;-6.21
-8.61;-3.96
-8.77;-4.79
-8.82;-6.65
-6.99;-6.98
-6.4;-5.95
-9;-6.28
-8.26;-6.78
-8.33;-6.25
-8.5;-6.06
-9.92;-6.01
-9.14;-4.38
-8.1;-6.69
-8.87;-6.12
-5.29;-4.9
-7.26;-5.8
-9.2;-6.29
-8.51;-6.41
-8.79;-5.99
-7.64;-5.74
-9.26;-5.99
-5.7;-4.62
-8.62;-4.71
-8.85;-6
-8.54;-7.94
-7.61;-5.57
;-5.75
-8.39;-3.57
-9.87;-6.05
-7.87;-5.84
-5.44;-6.02
-10.02;-6.42
-7.42;-8.24
-6.82;-6.15
-5.86;-7.15
-8.32;-4.59
-7.91;-6.7
-7.73;-5.17
-7.29;-4.61
-7.79;-6.2
-9.01;-8.42
-8.07;-6.23
-5.6;-7
-8.12;-4.41
-7.91;-5.43
-7.45;-5.93
-7.93;-7.79
-6.95;-6.05
-7.48;-5.58
-6.93;-5.66
-7.75;-2.67
-7.29;-5.73
-7.46;-6.06
-8.8;-6.92
-7.48;-4.98
-7.78;-5.18
-8.03;-5.14
-6.64;-6.1
-7.18;-6.48
-10.11;-4.9
-6.97;-3.28
-8.32;-6.12
-8.59;-6.6
-8.04;-6.49
-8.25;-5.43
-6.9;
-8.89;-7.88
-8.21;-5.92
-8.3;-6.9
-7.3;-5.49
-9.21;-4.07
-8.62;-5.81
-6.8;-4.85
-7.61;-5.46
-9.79;-5.37
-8.03;-5
-7.42;-5.51
-8.21;-6.36
-8.03;-4.89
-7.6;-6.58
-8.93;-5.83
-8.39;-5.55
-6.04;-5.71
-6.2;-5.63
-8.53;-4.97
-8.07;-5.3
-7.78;-5.65
-7.93;-5.85
-8.29;-5.06
-8.98;-5.4
-9.9;-6.87
-8.15;-4.99
-6.46;-7.61
-7.11;-7.96
-8.3;-6.37
-8.35;-4.71
-7.71;-7.13
-8.95;-7.43
-6.71;-5.56
-8.2;-6.84
-7.64;-5.81
-8.42;-5.79
-9.72;-5.09
-8.04;-6.99
-7.89;-7.19
-8.29;-7.12
-6.3;-8.38
-7.4;-5.42
-7.15;-5.82
-6.81;-6.24
-7.9;-6.03
-9.72;-5.84
-8.74;-6.22
-9.02;-6.87
-8.29;-7.17
-7.95;-4.29
-7.14;-6.55
-6.99;-6.98
-8.34;-7.67
-8.32;-6.85
-7.92;-6.5
-9.83;-6.5
-6.75;-6.28
-7.62;-7.16
-7.42;-6.2
-8.11;-6.9
-8.66;-5.65
-8.79;-5.9
-8.15;-7.53
-7.28;-6.9
-6.35;-6.82
-7.96;-7.71
-7.6;-6.77
-7.4;-6.74
-8.32;-4.44
-8.57;-6.99
-9.32;-7.86
-8.19;-5.51
-7.57;-5.94
-9;-6.46
-8.52;-6.21
-8.98;-4.69
-9.47;-5.81
-7.88;-7.72
-7.49;-6.26
-9.01;-5.58
-7.38;-5.23
-9.83;-6.26
-9.86;-7.09
-8.48;-6.5
-8.18;-5.41
-7.51;-5.57
-7.75;-6.46
-9.03;-6.95
-8.69;-5.21
-7.66;-7.24
-7.04;-6.79
-8.56;-6.2
-8.19;-5.74
-6.58;-5.1
-8.31;-7.2
-8.94;-7.39
-8.42;-5.34
-9.76;-5.51
-8.24;-6.95
-6.19;-5.39
-6.83;-7.07
-8.06;-4.52
-9.17;-5.88
-10.15;-8.32
-9.64;-6.4
-7.56;-7.52
-9.31;-7.12
-7.22;-6.34
-5.47;-6.1
-5.57;-6.8
-7.47;-6.89
-9.31;-4.72
-5.53;-6.08
-7.82;-6.7
-8.46;-7.6
-6.57;-6.35
-9.44;-6.13
-8.86;-6.49
-8.12;-6.56
-7.26;-3.86
-9.21;-5.13
-6.76;-6.54
-5.84;-5.48
-8.29;-7.84
-9.12;-5.04
-9.03;-5.66
-8.62;-5.68
-7.33;-6.32
-6.86;-4.8
-8.24;-5.97
-7.58;-7.73
-7.61;-5.73
-7.11;-8.6
-8;-7.59
-7.85;-7.54
-7.77;-5.1
-9.03;-6.11
-8.9;-5.83
-8.33;-6.45
-9.27;-6.73
-6.6;-7.4
-8.42;-5.88
-6.67;-6.73
-9.5;-7.33
-6.59;-5.69
-5.71;-5.49
-10.44;-6.92
-7.59;-5.5
-7.05;-6.79
-7.48;-5.76
-7.58;-4.72
-7.23;-4.81
-8.22;-5.44
-7.19;-5.61
-10.02;-6.11
-8.52;-6.71
-8.8;-4.85
-7.83;-7.4
-7.61;-6.41
-7.25;-5.11
-6.87;-6.93
-8.13;-7.83
-8.77;-5.11
-6.26;-5.49
-8.55;-6.44
-9.72;-6.57
-7.71;-5.43
-7.33;-5.46
-8.92;-6.81
-7.76;-5.77
-8.71;-7.27
-6.83;-7.46
-5.99;-7.21
-7.91;-6.55
-7.66;-7.17
-10.27;-5.71
-8.57;-5.2
-8.72;-4.78
-9.95;-6.25
-8.51;-6.02
-10.02;-7
-7.79;-7.69
-8.77;-6.06
-8.37;-5.19
-7.7;-4.2
-7.91;-5.7
-8.74;-4.28
-9.65;-5.69
-10.3;-4.54
-9.67;-7.2
-8.09;-6.86
-6.19;-4.83
-6.6;-4.84
-8.29;-6.47
-7.91;-4.96
-8.52;-6.58
-8.73;-6.05
-8.47;-5.4
-7.34;-6.23
-9.26;-6.59
-8.3;-7.14
-6.28;-7.59
-7.41;-5.8
-7.69;-6.43
-7.25;-5.27
-7.96;-7.77
-6.53;-4.72
-7.61;-5.89
-8.74;-6.11
-7.52;-6
-9.08;-7.15
-8.76;-6.87
-6.06;-7.18
-7.99;-7.21
-8.67;-5.93
-7.84;-5.45
-8.63;-5.78
-7.5;-5.14
-7.24;-5.53
-7.2;-7.35
-7.49;-6.91
-8.76;-6.48
-5.58;-6.37
-9.01;-6.55
-7.61;-6.88
-7.36;-4.99
-8.09;-6.53
-7.94;-7.46
-9.54;-6.66
-8.37;-5.61
-8.17;-6.19
-7.26;-5.4
-8.03;-5.93
-6.84;-6.57
-8.3;-4.21
-6.91;-6.02
-5.56;-5.38
-6.92;-4.87
-7.44;-6.17
-8.38;-7.07
-8.42;-5.27
-8.61;-5.5
-7.35;-5.14
-9.1;-5.88
-7.91;-6.89
-7.28;-4.87
-7.59;-6.02
-8.32;-5.81
-8.5;-6.58
-10.39;-6.23
-7.2;-4.33
-7.25;-3.27
-8.15;-6.19
-9.44;-6.34
-7.95;-6.32
-7.78;-6.57
-8.1;-5.35
-7.81;-4.78
-6.95;-8.15
-8.09;-7.1
-9.64;-7.34
-8.68;-6.52
-8.24;-7.42
-8.89;-6.06
-9.54;-5.95
-7.87;-6.58
-6.62;-3.81
-6.53;-7.23
-7.18;-5.55
-7.52;-6.64
-6.99;-6.43
-6.32;-6.2
-9.03;-6.81
-8.43;-7.01
-7.15;-5.38
-7.25;-5.87
-9.19;-6.49
-9.27;-6.24
-9.34;-4.21
-9.68;-5.44
-9.57;-4.64
-8.57;-5.96
-7.32;-6.46
-5.43;-7.18
-8.74;-6.94
-9.19;-6.74
-7.57;-5.82
-8.87;-6.57
-8.87;-6.88
-7.64;-7.04
-8.03;-6.04
-7.74;-5.15
-7.92;-5.26
-7.6;-6.6
-6.93;-8.4
-9.63;-7.29
-7.03;-8.03
-8.05;-6.82
-5.97;-5.77
-7.6;-6.22
-9.1;-2.98
-7.39;-7.63
-8.34;-6.61
-9.44;-6.8
-9.14;-5.17
-7.89;-5.93
-9.89;-6.74
-7.46;-5.21
-5.69;-6.73
-7.93;-8.34
-6.32;-7.78
-10.52;-6.27
-7.68;-4.77
-9.12;-6.94
-7.99;-5.07
-11.08;-6.07
-7.2;-5.86
-7.61;-6.65
-8.31;-6.29
-9.5;-4.55
-7.9;-6
-9.11;-7.59
-5.56;-4.15
-8.26;-7.16
-8.3;-6.9
-7.16;-7.45
-9.08;-6
-7.7;-6.37
-7.61;-4.62
-7.58;-5.76
-7.24;-7.46
-7.57;-6.22
-8.14;-5.08
-9.46;-7.02
-9.31;-5.15
-6.74;-4.73
-7.68;-6.67
-6.15;-7.41
-8.62;-6.12
-9.37;-7.15
-8.76;-5.7
-8.14;-7.34
-8.64;-6.09
-9.19;-6.26
-7.95;-6.83
-7.06;-8.74
-6.74;-6.59
-8.8;-7.76
-8.12;-7.08
-7.47;-6.65
-8.66;-5.38
-7.23;-6.47
-7.96;-9.03
-7.04;-6.89
-6.25;-4.62
-7.36;-7.16
-6.87;-4.63
-9.43;-6.5
-7.31;-7.14
-8.28;-5.91
-9.37;-6.01
-7.52;-6.08
-8.58;-6.42
-9.08;-6.41
-5.63;-6.26
-8.02;-4.73
-9.13;-3.63
-8.97;-6.63
-10.28;-7.9
-6.52;-7.19
-8.33;-6.05
-6.68;-5.51
-8.72;-6.43
-6.35;-4.44
-7.29;-5.48
-8.09;-6.34
-8.39;-4.87
-9.68;-6.63
-8.58;-6.64
-6.94;-5.05
-9.18;-5.55
-9.97;-5.35
-9.47;-5.53
-7.5;-5.98
-7.48;-6.71
-7.39;-4.32
-8.59;-6.41
-8.56;-6.32
-7.48;-7.11
-6.93;-5.25
-6.13;-5.72
-8.84;-7.34
-8.57;-7.64
-8.53;-6.63
-7.01;-6.66
-7.02;-6.06
-7.83;-5.78
-7.94;-4.32
-7.7;-6.61
-10.12;-6.61
-7.46;-6.18
-7.01;-5.81
-7.52;-7.09
-7.16;-7.26
-8.23;-7.34
-8;-6.4
-8.22;-6.75
-7.9;-5.32
-8.83;-5.83
-6.57;-6.51
-8.52;-6.2
-6.87;-7.27
-5.98;-7.46
-7.39;-6.08
-5.38;-8.68
-6.64;-6.83
-8.78;-5.28
-8.61;-5.8
-6.27;-5.46
-6.68;-6.91
-6.81;-3.85
-9.1;-5.56
-6.54;-6.82
-5.52;-5.61
-6.18;-7.69
-6.84;-6.53
-5.36;-5.2
-5.24;-6.11
-6.89;-7.23
-6.39;-6.42
-6.2;-6.67
-4.92;-6.12
-5.96;-7.29
-7.75;-4.74
-6.41;-7.36
-7.8;-6.82
-7.03;-6.37
-6.68;-4.72
-7.26;-6.31
-7.15;-6.88
-5.24;-7.07
-7.78;-6.26
-6.17;-6.23
-6.45;-6.34
-5.55;-5.84
-6.88;-7.66
-5.85;-5.13
-5.29;-6.03
-6;-7.34
-4.73;-5.76
-6.23;-6.04
-4.36;-5.9
-6.75;-5.58
-5.62;-7.07
-6.04;-5.09
-7.22;-4.41
-7.94;-6.22
-5.68;-6.1
-7.47;-7.48
-7.69;-5.21
-5.56;-6.25
-6.19;-5.82
-6.42;-6.21
-6.43;-4.98
-6.91;-6.8
-4.29;-6.85
-8.21;-6.91
-5.88;-6.15
-6.67;-4.84
-5.51;-6.65
-6.83;-6.25
-7.25;-7.25
-6.25;-5.85
-5.62;-5.9
-6.07;-6.68
-6.54;-6.71
-6.47;-6.43
-6.68;-6.48
-5.21;-7.17
-6.3;-6.39
-8.56;-5.4
-6.53;-4.46
-5.52;-6.45
-4.63;-5.87
-6.54;-7.12
-4.59;-6.5
-4.35;-6.73
-5.92;-7.96
-6.43;-6.17
-7.19;-4.18
-8.63;-7.04
-6.12;-6.26
-7.83;-5.52
-8.16;-6.88
-5.19;-6.05
-6.47;-6.25
-5.47;-5.18
-5.99;-7.54
-4.74;-8.39
-6.13;-6.45
-6.86;-7.3
-6.65;-7.91
-8.13;-5.88
-5.47;-7.79
-6.91;-7.01
-6.72;-6.46
-8.9;-6.14
-7.78;-5.45
-6.25;-6.37
-6.24;-6.67
-7.38;-5.92
-8.41;-5.56
-5.27;-6.27
-5.41;-4.79
-5.7;-5.39
-7.26;-4.35
-6.61;-7.38
-7.05;-4.9
-6.12;-6.95
-5.77;-6.99
-7.6;-6.39
-7;-5.01
-5.98;-4.48
-4.77;-4.48
-5.92;-4.2
-6.61;-5.76
-6.43;-5.65
-7.13;-4.78
-7.01;-4.93
-6.95;-4.2
-7.02;-6.81
-5.47;-5.62
-5.4;-6.21
-5.97;-4.6
-3.37;-6.76
-7.86;-4.65
-7.37;-6.38
-7.13;-4.27
-7.28;-4.67
-6.42;-6.47
-5.94;-6.78
-6.52;-4.84
-6.81;-4.96
-6.65;-7.67
-6.58;-5.68
-5.09;-5.06
-6.47;-7.09
-7.63;-6.63
-6.27;-4.77
-6.66;-6.01
-6.62;-6.38
-6.64;-5.78
-5.42;-5.91
-4.5;-4.63
-6.7;-5.81
-5.98;-6.08
-5.35;-7.12
-8.2;-7.11
-6.39;-4.72
-5.53;-3.46
-6.94;-6.16
-8.48;-6.03
-7.56;-3.86
-6.8;-6.58
-5.96;-4.68
-8.22;-6.42
-6.82;-6.64
-5.18;-7.12
-4.88;-5.18
-7.1;-6.76
-5.18;-6.21
-6.98;-4.34
-6.74;-5.97
-7.32;-5.79
-6.23;-6.25
-5.73;-6.16
-6.07;-6.21
-5.03;-5.37
-5.68;-4.89
-7.01;-5.79
-6.27;-4.42
-6.26;-7.26
-5.81;-6.64
-5.8;-6.96
-6.27;-7.51
-2.89;-5.25
-6.76;-6.35
-6.8;-5.55
-7.25;-5.66
-4.71;-5.31
-6.8;-4.77
-7.46;-7.89
-6.67;-7.27
-7.63;-5.97
-4.59;-7.22
-6.98;-6.55
-6.03;-7.43
-6.76;-7.36
-6.16;-6.62
-6.64;-4.77
-5.37;-5.62
-7.83;-5.81
-7.83;-4.92
-6.52;-3.87
-6.9;-7.32
-5.89;-5.8
-5.86;-4.86
-6.12;-6.08
-7.45;-5.77
-8.88;-6.06
-7.01;-4.32
-5.24;-6.16
-5.63;-5.89
-6.25;-7.84
-5.74;-4.29
-8.18;-5.45
-5.85;-5.46
-7.65;-4.64
-6.46;-5.32
-6.03;-5.47
-5.6;-5.46
-5.02;-4.44
-6.44;-5.56
-7.74;-6.88
-6.24;-5.7
-6.47;-5.08
-6.9;-5.43
-5.03;-4.37
-6.85;-5.72
-5.64;-6.48
-5.5;-5.66
-5.75;-5.97
-6.22;-7.41
-5.12;-4.91
-4.33;-6.17
-7.04;-6.23
-5.8;-6.36
-4.95;-5.69
-7.18;-7.72
-5.86;-4.08
-6.28;-5.72
-7.3;-6.69
-8.31;-6.63
-6.92;-3.86
-7.74;-5.64
-5.24;-6.15
-5.19;-4.47
-6.28;-5.27
-8.01;-6.24
-7.84;-6.36
-5.56;-5.21
-6.09;-6.86
-6.83;-5.67
-4.92;-6.73
-6.98;-4.05
-6.91;-5.53
-7.39;-4.44
-6.7;-5.46
-5.6;-4.68
-6.76;-6
-6.96;-3.9
-6.82;-5.74
-6.24;-5.27
-6.22;-5.97
-7.89;-6.06
-6.66;-6.51
-7.29;-6.02
-5.16;-5.1
-7.51;-6.71
-8.48;-5.79
-6.46;-5.87
-6.65;-4.37
-6.03;-6.14
-6.49;-6.54
-5.22;-6.44
-7.87;-7.49
-7.27;-6.09
-6.7;-5.95
-6.26;-4.11
-6.24;-5.8
-6.33;-5.75
-6.09;-5.51
-6.41;-5.76
-4.56;-5.25
-7.36;-6.1
-5.24;-5.37
-7.39;-6.15
-7.77;-5.42
-6.02;-6.89
-6.25;-5.1
-6.6;-7.06
-6.26;-5.81
-3.92;-4.63
-6.59;-6.74
-7.04;-5.34
-5.12;-6.31
-5.32;-4.15
-6.29;-5.44
-6.98;-4.71
-7.3;-6.54
-5.02;-6.66
-6.61;-5.63
-5.74;-7.2
-6.57;-6.01
-7.12;-5.47
-7.71;-5.09
-6.52;-4.57
-6.37;-5.89
-8.12;-5.1
-6.06;-5.67
-6.24;-7.07
-6.31;-4.95
-8.82;-6.69
-6.19;-7.17
-5.89;-8.81
-4.07;-5.17
-7.87;-6.11
-7.17;-7.23
-7.14;-6.59
-4.92;-4.92
-6.45;-4.87
-6.46;-5.92
-7.46;-7.49
-3.27;-6.75
-8.29;-3.85
-5.14;-5.96
-5.79;-7.03
-6.61;-5.98
-7.01;-5.5
-8.91;-5.45
-8.18;-7.55
-5.67;-6.48
-7.84;-6.85
-6.77;-3.68
-6.79;-7.29
-7.35;-5.67
-6.43;-7.68
-6.5;-4.32
-7.84;-4.1
-8.87;-5.73
-8.09;-5.88
-6.23;-6.93
-7.98;-5.63
-5.27;-6.82
-6.49;-6.76
-6.42;-5.37
-6.39;-6.05
-7.11;-5.94
-7.49;-7.17
-5.22;-7.33
-7.16;-5.78
-7.46;-6.17
-5.25;-6.3
-6.38;-7.06
-4.95;-6.82
-7.29;-6.36
-7.28;-5.63
-5.85;-5.7
-7.39;-6.14
-6.61;-6.19
-7.44;-6.14
-7.22;-4.22
-7.21;-4.84
-8.38;-4.94
-7.77;-5.86
-6.98;-5.31
-6.84;-6.83
-5.58;-5.62
-6.4;-4.03
-7.73;-5.69
-5.77;-5.1
-5.68;-6.69
-6.52;-6.57
-4.51;-6.22
-7.19;-6.41
-5.59;-7
-6.99;-6.31
-4.72;-5.97
-6.48;-5.52
-6.71;-5.16
-7.12;-7.72
-7.28;-5.54
-7.29;-6.28
-8.1;-6.11
-6.38;-6.6
-5.65;-6.17
-7.14;-6.15
-7.59;-4.86
-7.13;-5.69
-7.91;-6.72
-6.49;-4.5
-6.86;-5.54
-7.63;-5.61
-7.56;-5.98
-5.98;-4.91
-8.26;-5.59
-8.55;-6.31
-6.3;-5.77
-5.9;-4.91
-6.33;-5.5
-6.78;-5.54
-7.48;-5.7
-6.99;-5.77
-7.15;-4.37
-8.05;-5.62
-7.99;-4.46
-6.56;-6.69
-5.7;-7.52
-5.65;-4.92
-6;-6.79
-6.32;-5.39
-8.86;-6.23
-7.67;-8.11
-7.32;-6.28
-8.37;-7.68
-6.64;-7.25
-8.7;-7.23
-8.96;-4.78
-8.48;-7.64
-8.24;-6.47
-11.11;-7.03
-8.64;-6.25
-8.01;-6.66
-8.75;-4.97
-7.88;-6.5
-7.6;-6.31
-7.74;-6.51
-8.29;-6.61
-6.45;-6.72
-7.44;-7.03
-8.23;-6.08
-9.18;-6.76
-7.68;-6.16
-8;-4.47
-7.49;-4.91
-9.63;-6.55
-8.52;-7.16
-8.36;-5.49
-6.97;-5.02
-8.3;-6.61
-8.23;-5.27
-8.32;-6.95
-10.47;-7.56
-7.4;-6.72
-8.28;-6.31
-8.59;-7.66
-8.5;-7.43
-8.98;-6.6
-9.28;-6.22
-8.79;-7.53
-7.81;-4.12
-6.27;-5.48
-8.31;-6.49
-8.11;-6.16
-5.71;-7.11
-8.39;-7.13
-8.48;-6.49
-7.56;-7.73
-5.81;-6.04
-9.15;-5.76
-10.23;-5.02
-9.15;-8.26
-7.76;-6.39
-9.11;-6.15
-8.6;-4.12
-7.04;-7.35
-8;-6.68
-9.41;-6.84
-8.8;-6.08
-7.55;-8.39
-6.59;-5.81
-7.3;-5.44
-8.68;-6.26
-6.68;-5.91
-7.2;-5.12
-7.93;-6.94
-7.28;-6.52
-8.43;-6.33
-6.25;-6.12
-6.28;-7.34
-8.14;-7.91
-8.5;-5.46
-8.19;-3.57
-8.15;-7.14
-9.43;-7.23
-8.23;-7.06
-9;-6.85
-10.4;-6.55
-8.6;-6.34
-8.28;-5.47
-8.36;-5.34
-8.7;-6.85
-8.91;-6.36
-9.56;-4.68
-8.95;-5.08
-6.72;-7.8
-8.21;-5.87
-6.19;-8.5
-9.3;-6.13
-6.48;-8.65
-7.11;-6.82
-7.8;-10.22
-9.29;-6.16
-7.66;-7.68
-8.52;-6.33
-8.43;-5.56
-9.61;-6.16
-7.58;-8.56
-10.14;-5.89
-8.95;-6.77
-8.69;-5.3
-8.26;-4.73
-9.48;-7.08
-10.94;-4.92
-8.16;-5.48
-10.63;-5.06
-10.02;-8.85
-9.34;-6.43
-9.04;-6.38
-9.08;-7.6
-9.57;-8.17
-11.23;-7.28
-11.6;-4.98
-8.56;-6.25
-9.68;-7.22
-9.42;-6.9
-10.21;-8.14
-9.2;-8.14
-8.8;-8.12
-8.36;-6.41
-9.34;-5.73
-9.25;-7.76
-10.06;-6.48
-9.03;-6.89
-8.52;-6.92
-9.71;-6.81
-9.35;-7.32
-11.05;-7.39
-10.96;-7.64
-10.53;-5.71
-11.17;-6.31
-9.52;-6.25
-9.78;-6.26
-7.57;-5.25
-10.13;-6.51
-9.64;-6.39
-10.22;-5.4
-11.56;-5.51
-9.5;-5.18
-10.31;-4.58
-9.12;-8.07
-10.05;-5.88
-8.97;-6.51
-10.52;-7.24
-9.74;-6.98
-7.98;-5.65
-9.67;-6.16
-9.45;-7.05
-9.41;-6.75
-8.93;-5.13
