"X1","X2","Y","Ypred"
2.201724127,-8.011988713,"YES","YES"
6.332954196,-7.20219317,"YES","YES"
6.100149484,3.115109873,"YES","NO"
-7.664395154,4.999768242,"NO","NO"
-0.772760547,4.360865417,"NO","NO"
1.716539874,6.866996079,"NO","NO"
2.602120413,0.671856016,"NO","NO"
2.807443941,-0.83112549,"NO","YES"
1.072485853,-8.108796758,"YES","YES"
-4.355186439,1.229232636,"YES","NO"
-8.374733718,3.783287726,"YES","NO"
-7.091968715,-0.912393873,"YES","YES"
3.817783491,-0.9157811,"YES","NO"
1.981842999,2.087678069,"NO","NO"
-2.553509163,6.205936509,"NO","NO"
-4.402629875,-1.41172133,"YES","YES"
-5.487555886,5.842233887,"NO","NO"
-6.864429212,2.913275505,"YES","NO"
-6.17560708,3.442616485,"YES","NO"
-0.980278709,4.014070333,"NO","NO"
1.089618285,-5.095061806,"YES","YES"
-1.6122784,-3.402522791,"YES","YES"
-3.185744595,-4.296043983,"YES","YES"
-0.259404328,8.700219596,"NO","NO"
2.04528958,6.316738447,"NO","NO"
4.09708956,-1.780753498,"YES","YES"
4.736043342,1.728014783,"YES","NO"
2.671338302,-7.870293277,"YES","YES"
1.298670064,2.753605663,"NO","NO"
2.747340759,-8.940272766,"YES","YES"
1.062784736,-5.074631581,"YES","YES"
4.589874037,-0.149555217,"YES","NO"
2.083053964,-3.370445789,"NO","YES"
-1.19079373,2.856800975,"NO","NO"
2.477438952,-8.477083582,"YES","YES"
-3.10513168,5.848435554,"NO","NO"
-5.648295971,-2.326925521,"YES","YES"
0.958677162,2.656694292,"NO","NO"
3.0281647,7.62497934,"NO","NO"
1.383269507,5.802631366,"NO","NO"
3.928845807,-0.812595479,"YES","NO"
-2.163315168,2.856347075,"NO","NO"
0.252408812,-0.033384992,"NO","NO"
2.917249382,0.383735748,"YES","NO"
-0.392816878,-3.444071174,"NO","YES"
-0.056729322,-8.10651921,"YES","YES"
0.670934481,-3.919522458,"NO","YES"
-2.27177659,-3.347547589,"YES","YES"
0.332957527,4.283429373,"NO","NO"
-1.369574461,-3.156069167,"NO","YES"
2.378503011,3.751333266,"NO","NO"
-1.400773031,-2.452292483,"NO","YES"
-2.634006131,-2.054879589,"YES","YES"
1.150452041,1.19037856,"NO","NO"
0.181113694,-0.128358865,"NO","NO"
-1.685873978,3.422075746,"NO","NO"
-2.365254084,-3.02979718,"YES","YES"
-3.836807502,-1.25250012,"YES","YES"
-6.097787928,5.784879004,"YES","NO"
0.772585217,-1.630837243,"NO","YES"
0.998990299,7.557604936,"NO","NO"
-7.044655706,2.025206027,"YES","NO"
6.395942692,-0.344799764,"YES","NO"
-0.738561151,-5.235692759,"YES","YES"
-1.581096631,-7.177699003,"YES","YES"
-1.666184352,-4.555382591,"YES","YES"
4.061141537,5.439392562,"NO","NO"
-2.727099713,8.678618669,"NO","NO"
-2.787017286,7.145327358,"NO","NO"
-0.311699152,-5.659535068,"YES","YES"
0.854031356,-4.649731083,"NO","YES"
-6.971532511,3.507317283,"YES","NO"
-4.047530675,1.983060187,"NO","NO"
-0.388395073,-5.34149155,"YES","YES"
1.900619716,-3.929171776,"YES","YES"
3.798884593,2.814386066,"YES","NO"
-3.037908364,6.58655436,"NO","NO"
-0.960152979,-5.060910113,"NO","YES"
-3.918780456,-2.930268144,"YES","YES"
-3.563016271,1.834987651,"YES","NO"
0.061312831,-4.233517479,"NO","YES"
2.808153825,1.776646434,"YES","NO"
-2.751860016,-5.331831827,"YES","YES"
1.355798341,-3.262302562,"NO","YES"
-6.440830601,7.086397675,"NO","NO"
0.894811399,0.983522357,"NO","NO"
-3.509452039,-6.618361061,"YES","YES"
-1.932888261,-7.555241468,"YES","YES"
-2.670589616,1.840226422,"NO","NO"
5.279194714,8.389400094,"NO","NO"
-5.19219555,-0.519242012,"YES","YES"
7.141562546,-4.723263704,"YES","YES"
-4.381504316,1.277584945,"YES","NO"
-3.39506041,-3.121196661,"YES","YES"
5.692258269,-8.965997769,"YES","YES"
-4.097796466,-1.403088738,"YES","YES"
1.985600829,5.143860754,"NO","NO"
-1.896517038,5.974322674,"NO","NO"
-0.465740819,-9.253426845,"YES","YES"
-2.377111549,-0.863065203,"NO","YES"
-1.945489845,1.56166224,"NO","NO"
1.977709947,-6.231477096,"YES","YES"
-6.038693013,1.242077086,"YES","NO"
0.857410124,6.989967778,"NO","NO"
-0.33686546,-4.130979658,"NO","YES"
-6.131497836,1.415731075,"YES","NO"
-0.1876857,-7.827184321,"YES","YES"
-4.268833838,-2.802594317,"YES","YES"
-4.780325678,6.182840529,"NO","NO"
-1.637458083,-7.290792539,"YES","YES"
-3.343300992,-5.190055996,"YES","YES"
-6.270470007,5.478983801,"NO","NO"
1.691554251,6.505167531,"NO","NO"
-6.067920516,-0.416305142,"YES","YES"
3.190767994,-8.433027848,"YES","YES"
-7.56345875,5.302413415,"YES","NO"
-7.016990099,-0.085608251,"YES","YES"
5.625137087,0.028875278,"YES","NO"
1.440609627,4.403522263,"NO","NO"
-6.250710358,1.126886499,"YES","NO"
-1.015886419,7.001924746,"NO","NO"
2.903411233,2.148843545,"NO","NO"
-0.643821834,0.74406533,"NO","NO"
4.87643122,-3.18332069,"YES","YES"
2.451992018,-9.217184606,"YES","YES"
-1.703509281,-2.06575641,"YES","YES"
-0.39784103,-3.852438012,"NO","YES"
-0.67646828,8.679795237,"NO","NO"
-0.185976228,-3.246579939,"YES","YES"
1.463689776,6.20744684,"NO","NO"
-4.31337176,-6.725403281,"YES","YES"
-5.43072329,3.59516599,"YES","NO"
-2.545192675,8.469973535,"NO","NO"
-1.242616153,9.406448972,"NO","NO"
-2.65866234,0.327662805,"NO","NO"
4.667039138,-5.657275596,"YES","YES"
-4.216324604,-6.53131557,"YES","YES"
